Capital Group,developer,Москва,sale,flat,67,4,118.7,118500000.0,Пресненский,Краснопресненская набережная,14Ак2,Москва-Сити,Capital Towers,998315.0800336984
Основа,developer,Москва,sale,flat,19,4,255.5,127750000.0,Красносельский,проспект Академика Сахарова,7,Красные ворота,RED7,500000.0
Century 21 Level,real_estate_agent,Москва,sale,flat,23,4,146.5,55299000.0,Кунцево, Екатерины Будановой,5,Рабочий посёлок,Катрин-Хаус,377467.5767918089
Вертикаль,real_estate_agent,Москва,sale,flat,9,4,133.7,89000000.0,Тверской,Тверская ,8К2,Пушкинская,,665669.4091249065
Группа Родина,developer,Москва,sale,flat,23,4,132.9,62955380.0,Ростокино,,к5,Ботанический сад,Союз ЖК,473704.89089541003
ЛюксДом,real_estate_agent,Москва,sale,flat,7,4,190.2,125000000.0,Якиманка,Лаврушинский переулок,17С4,Третьяковская,,657202.9442691903
Capital Group,developer,Москва,sale,flat,18,4,152.4,162520646.0,Дорогомилово,,,Москва-Сити,Бадаевский ЖК,1066408.43832021
HOUSE MALL - Городская недвижимость,real_estate_agent,Москва,sale,flat,38,4,158.0,60000000.0,Ростокино,проспект Мира,188Бк4,Ростокино,Триколор,379746.83544303797
Донстрой,developer,Москва,sale,flat,13,4,95.2,56253680.0,Хорошево-Мневники,Жилой комплекс остров,4-й кв-л,Терехово ,Остров,590900.0
BRIGHT ESTATE - городская недвижимость,real_estate_agent,Москва,sale,flat,8,4,173.6,260400000.0,Хамовники, Усачева,15А,Спортивная,Садовые кварталы,1500000.0
Whitewill,real_estate_agent,Москва,sale,flat,25,4,300.0,169990000.0,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES,566633.3333333334
РГ-Девелопмент,developer,Москва,sale,flat,30,4,104.1,36508182.0,Чертаново Южное,,1.1,Аннино,Варшавские Ворота ЖК,350702.99711815565
Apple Real Estate,real_estate_agent,Москва,sale,flat,11,4,201.6,300000000.0,Хамовники,Погодинская ,4,Фрунзенская,GRAND DELUXE на Плющихе,1488095.238095238
MR Group,developer,Москва,sale,flat,57,4,80.57,50082312.0,Филевский парк,,,Фили,Фили Сити ЖК,621600.0
Kalinka Group,real_estate_agent,Москва,sale,flat,11,4,204.0,300000000.0,Хамовники,Погодинская ,4,Фрунзенская,GRAND DELUXE на Плющихе,1470588.2352941176
Forma,developer,Москва,sale,flat,29,4,109.9,49476980.0,Аэропорт,Часовая ,28к8,Сокол,SOUL,450200.0
Whitewill,real_estate_agent,Москва,sale,flat,14,4,91.43,67000000.0,Раменки,проспект Генерала Дорохова,39к2М,Минская,Собрание клубных домов West Garden,732801.049983594
Мангазея,developer,Москва,sale,flat,21,4,124.1,71419550.0,Щукино,Щукинская ,3,Щукинская,Интонация,575500.0
Whitewill,real_estate_agent,Москва,sale,flat,7,4,283.0,500000000.0,Пресненский,Электрический переулок,10,Белорусская,Edison House,1766784.4522968198
MR Group,developer,Москва,sale,flat,59,4,79.6,26252080.0,Можайский,Верейская ,29С32А,Давыдково,SET,329800.0
Whitewill,real_estate_agent,Москва,sale,flat,14,4,130.4,83000000.0,Раменки,проспект Генерала Дорохова,39к1Г,Минская,Собрание клубных домов West Garden,636503.0674846625
Regions Development,developer,Москва,sale,flat,6,4,94.3,,Нагатинский затон,проспект Андропова,9/1к3,Технопарк,Dream Towers,
Whitewill,real_estate_agent,Москва,sale,flat,14,4,95.3,57800000.0,Раменки,проспект Генерала Дорохова,39к1В,Минская,Собрание клубных домов West Garden,606505.7712486883
Century 21 Level,real_estate_agent,Москва,sale,flat,25,4,139.7,59900000.0,Раменки, Янковского,1к2,Аминьевская,Событие,428775.9484609879
Аеон-Девелопмент,developer,Москва,sale,flat,46,4,131.0,105116539.0,Дорогомилово,Кутузовский проезд,16А/1,Фили,River Park Кутузовский,802416.3282442748
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,18,4,146.7,161370000.0,Хамовники,,,Воробьёвы горы,Коллекция Лужники ЖК,1100000.0
Группа Родина,developer,Москва,sale,flat,13,4,130.6,44342800.0,, 1-я Ватутинская,12к2,Ватутинки,Russian Design District,339531.39356814703
Whitewill,real_estate_agent,Москва,sale,flat,14,4,95.3,65000000.0,Раменки,проспект Генерала Дорохова,39к1Г,Минская,Собрание клубных домов West Garden,682056.6631689402
AFI Development,developer,Москва,sale,flat,25,4,139.7,75600901.0,Обручевский, Академика Челомея,1А,Воронцовская,AFI Park ,541166.0773085183
MHEstate - Элитная недвижимость,real_estate_agent,Москва,sale,flat,20,4,139.0,127000000.0,Пресненский,Дружинниковская ,15,Краснопресненская,SkyView,913669.0647482014
Основа,developer,Москва,sale,flat,29,4,84.5,30462250.0,Черемушки, Наметкина,вл10,Новые Черёмушки,Nametkin Tower,360500.0
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,7,4,283.4,500000000.0,Пресненский,Электрический переулок,10,Белорусская,Edison House,1764290.7551164434
ДомДау,developer,Москва,sale,flat,85,4,153.63,,Пресненский,Московский международный деловой центр Москва-Сити тер.,,,Дом Дау,
ФСК,developer,Москва,sale,flat,47,4,89.3,44127595.0,Обручевский,,,Калужская,Архитектор ЖК,494150.0
Century 21 Premium Property,real_estate_agent,Москва,sale,flat,21,4,101.3,45500000.0,Даниловский,проспект Лихачева,16к1,Технопарк,Квартал на набережной NOW,449160.9081934847
ФСК,developer,Москва,sale,flat,29,4,88.6,36450040.0,Нагатино-Садовники,Варшавское шоссе,37АК1,Нагатинская,Rotterdam,411400.0
STONE,developer,Москва,sale,flat,24,4,114.3,50897790.0,Сокольники, Гастелло,,Сокольники,Sokolniki,445300.0
Contact Real Estate,real_estate_agent,Москва,sale,flat,44,4,117.0,90000000.0,Раменки,Минская ,2,Минская,Долина Сетунь,769230.7692307692
MR Group,developer,Москва,sale,flat,48,4,94.69,31464909.0,Покровское-Стрешнево,Волоколамское шоссе,95/1к1,Трикотажная,City Bay,332293.8958707361
Century 21 Street Realty,real_estate_agent,Москва,sale,flat,22,4,160.0,94000000.0,Пресненский,Шмитовский проезд,16С2,Москва-Сити,Шмитовский 16,587500.0
ASTERUS,developer,Москва,sale,flat,14,4,107.8,52094748.0,Покровское-Стрешнево,,,Спартак,Алиа ЖК,483253.6920222635
NIKA ESTATE,real_estate_agent,Москва,sale,flat,8,4,184.5,70000000.0,Даниловский,2-й Павелецкий проезд,5С1,Крестьянская застава,RIVERDALE APARTMENTS,379403.7940379404
AFI Development,developer,Москва,sale,flat,53,4,100.4,37578114.0,Свиблово,проезд Серебрякова,11-13к1,Ботанический сад,Afi Tower,374284.00398406375
Optima Development,developer,Москва,sale,flat,41,4,129.0,74936000.0,Хорошевский,Ленинградский проспект,37/1,ЦСКА,Прайм Парк,580899.2248062015
Kalinka Group,real_estate_agent,Москва,sale,flat,6,4,166.2,350000000.0,Хамовники,Пожарский переулок,3,Кропоткинская,Villa Grace,2105896.5102286404
1-й ДСК,developer,Москва,sale,flat,15,4,85.0,28766805.0,Гольяново,Монтажная ,вл8/24,Щёлковская,1-й Измайловский,338433.0
Игорь Рупасов,realtor,Москва,sale,flat,11,4,162.0,155000000.0,Басманный,Казарменный переулок,3,Курская,Дом на Покровском бульваре,956790.1234567901
Минские холмы,developer,Москва,sale,flat,56,4,110.1,43100060.0,Раменки,,,Минская,Вилл Тауэрс ЖК,391462.8519527702
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,20,4,199.4,239280000.0,Пресненский,Дружинниковская ,15,Краснопресненская,SkyView,1200000.0
Брусника,developer,Москва,sale,flat,27,4,125.2,51400000.0,Бутырский,,,Улица Милашенкова,Квартал Монс ЖК,410543.13099041535
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,8,4,233.2,430000000.0,Хамовники,переулок Хилков,1,Парк Культуры,Парк Палас,1843910.8061749572
BARNES International Realty,real_estate_agent,Москва,sale,flat,9,4,210.6,170000000.0,Арбат,Поварская ,28С2,Арбатская,,807217.4738841406
Рублево-Архангельское,developer,Москва,sale,flat,8,4,117.4,50258940.0,,,В17 кв-л,Серебряный Бор,Сберсити ЖК,428100.0
Kalinka Group,real_estate_agent,Москва,sale,flat,41,4,90.7,79990000.0,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк,881918.4123484013
SKOLKOVO НЕДВИЖИМОСТЬ,real_estate_agent,Москва,sale,flat,17,4,131.85,78000000.0,Раменки,Мичуринский проспект,34,Раменки,,591581.3424345847
TOUCH,developer,Москва,sale,flat,27,4,112.75,86417000.0,Крылатское,Крылатская ,23,Молодёжная,Дом Горизонтов,766447.8935698448
BARNES International Realty,real_estate_agent,Москва,sale,flat,9,4,160.0,110000000.0,Хамовники, Знаменка,13С1,Боровицкая,,687500.0
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,11,4,195.0,235000000.0,Басманный,Казарменный переулок,3,Курская,Дом на Покровском бульваре,1205128.2051282052
Донстрой,developer,Москва,sale,flat,20,4,165.3,190260300.0,Замоскворечье,Большая Татарская ,35С7-9,Новокузнецкая,Татарская 35,1151000.0
